Goethe-Zertifikat | Reason: possible_proper_noun | Context: Training zur Prüfung Goethe-Zertifikat Spiros Koukidis Jorina...
Entdeckung | Reason: possible_proper_noun | Context: hat für seine Entdeckung der Praxis Spezialverlag...
Spezialverlag | Reason: possible_proper_noun | Context: Lehrbuch Werkstatt Praxis Spezialverlag DaF Werkstatt Test...
DaF | Reason: possible_proper_noun | Context: Werkstatt Praxis Spezialverlag DaF Werkstatt Test Lesen...
Transkriptionen | Reason: possible_proper_noun | Context: Liaropoulou Georgina Lymperopoulou Transkriptionen ohne Lösungen Praxis...
Kernspaltung | Reason: possible_proper_noun | Context: DaF Werkstatt Transkriptionen Kernspaltung den Nobelpreis bekommen...
Kolle | Reason: possible_proper_noun | Context: Arbeit seiner langjährigen Kolle gin der Physikerin...
Lise | Reason: possible_proper_noun | Context: gin der Physikerin Lise Meitner nicht entsprechend...
Meitner | Reason: possible_proper_noun | Context: der Physikerin Lise Meitner nicht entsprechend gewürdigt...
Beispiele | Reason: possible_proper_noun | Context: werden aber auch Beispiele von Menschen gezeigt...
Frauen | Reason: possible_proper_noun | Context: Rechtsprechung die ausgebeutete Frauen einer unterprivilegier ten...
Erkenntnisse | Reason: possible_proper_noun | Context: auch dass wissenschaftliche Erkenntnisse in der Regel...
Person | Reason: possible_proper_noun | Context: die kontaktiert e Person wert schätzen der...
Wissenschaft | Reason: possible_proper_noun | Context: zu unserer Sendung Wissenschaft am Nachmittag Heute...
Forschung | Reason: possible_proper_noun | Context: Im Rahmen meiner Forschung im Bereich der...
Personen | Reason: possible_proper_noun | Context: DaF Werkstatt Transkriptionen Personen vorgestellt auf deren...
Forschung | Reason: possible_proper_noun | Context: Im Rahmen meiner Forschung im Bereich der...
Erkenntnisse | Reason: possible_proper_noun | Context: auch dass wissenschaftliche Erkenntnisse in der Regel...
Nobelpreise | Reason: possible_proper_noun | Context: Erkenntnisse anknüpft Was Nobelpreise betrifft so ist...
Gewinner | Reason: possible_proper_noun | Context: auffallend dass deren Gewinner meistens männlich sind...
Frauen | Reason: possible_proper_noun | Context: Rechtsprechung die ausgebeutete Frauen einer unterprivilegier ten...
Forschung | Reason: possible_proper_noun | Context: Im Rahmen meiner Forschung im Bereich der...
Studien | Reason: possible_proper_noun | Context: hochgestochen zwanglos soziologische Studien Pl der Soziologe...
Frauen | Reason: possible_proper_noun | Context: Rechtsprechung die ausgebeutete Frauen einer unterprivilegier ten...
Literatur | Reason: possible_proper_noun | Context: Ausland publizierte österreichspezifische Literatur Der frisch renovierte...
Frauen | Reason: possible_proper_noun | Context: Rechtsprechung die ausgebeutete Frauen einer unterprivilegier ten...
Wissenschaft | Reason: possible_proper_noun | Context: zu unserer Sendung Wissenschaft am Nachmittag Heute...
Wissenschaft | Reason: possible_proper_noun | Context: zu unserer Sendung Wissenschaft am Nachmittag Heute...
Einbeziehung | Reason: possible_proper_noun | Context: weist keine paritätische Einbeziehung der Geschlechter auf...
Bereichen | Reason: possible_proper_noun | Context: Epo chen und Bereichen ausgestellt deren Funktion...
Folgen | Reason: possible_proper_noun | Context: aus lösen gesundheitliche Folgen Pl die Volkswirtschaft...
Personen | Reason: possible_proper_noun | Context: DaF Werkstatt Transkriptionen Personen vorgestellt auf deren...
Medikamente | Reason: possible_proper_noun | Context: erklären kann wie Medikamente funktionieren und mit...
Frauen | Reason: possible_proper_noun | Context: Rechtsprechung die ausgebeutete Frauen einer unterprivilegier ten...
Symptomen | Reason: possible_proper_noun | Context: den sogenannten klassischen Symptomen eines männlichen Herzinfarkts...
Herzinfarkts | Reason: possible_proper_noun | Context: Symptomen eines männlichen Herzinfarkts in der Regel...
Vortrags | Reason: possible_proper_noun | Context: zum Schluss meines Vortrags und hoffe er...
Wissenschaft | Reason: possible_proper_noun | Context: zu unserer Sendung Wissenschaft am Nachmittag Heute...
Einhaltung | Reason: possible_proper_noun | Context: wissenschaftliche Untersuchung bei Einhaltung von Gütekriterien ein...
Wissenschaft | Reason: possible_proper_noun | Context: zu unserer Sendung Wissenschaft am Nachmittag Heute...
Auswahl | Reason: possible_proper_noun | Context: Bibliothek in systematischer Auswahl im Ausland publizierte...
Forschungsprojekten | Reason: possible_proper_noun | Context: die Finanzierung von Forschungsprojekten sind immer auch...
Aufmerksamkeit | Reason: possible_proper_noun | Context: n die kleine Aufmerksamkeit ein schätzen die...
HÖRTEXT | Reason: abbreviation | Context: Test Teil S HÖRTEXT Liebe Hörerinnen und...
Ausgabe | Reason: possible_proper_noun | Context: willkommen zur neuen Ausgabe unseres Podcasts Die...
Podcasts | Reason: possible_proper_noun | Context: neuen Ausgabe unseres Podcasts Die Roman-Ecke Heute...
Tipps | Reason: possible_proper_noun | Context: vielleicht etwas außergewöhnliche Tipps zum Thema Urlaub...
Thema | Reason: possible_proper_noun | Context: ist immer wieder Thema Das Drama war...
Vorschlag | Reason: possible_proper_noun | Context: angehen Unser zweiter Vorschlag richtet sich sowohl...
Maria-Stern | Reason: possible_proper_noun | Context: gesagt das Kloster Maria-Stern im Kanton Solothurn...
Kanton | Reason: possible_proper_noun | Context: Kloster Maria-Stern im Kanton Solothurn aufsuchen und...
Solothurn | Reason: possible_proper_noun | Context: Maria-Stern im Kanton Solothurn aufsuchen und dort...
Detox | Reason: possible_proper_noun | Context: Kurzurlaub für Digital Detox den totalen Verzicht...
Elektronik | Reason: possible_proper_noun | Context: auf Handy und Elektronik buchen Wir surfen...
Internet | Reason: possible_proper_noun | Context: Solmecke Rechtsanwalt für Internet und Medienrecht und...
Gelegenheit | Reason: possible_proper_noun | Context: Entwöhnungsurlaub eine gute Gelegenheit das Handy wegzu...
Google | Reason: possible_proper_noun | Context: muss man ohne Google Maps finden Im...
Maps | Reason: possible_proper_noun | Context: man ohne Google Maps finden Im Kloster...
Dusche | Reason: possible_proper_noun | Context: alle Zimmer mit Dusche und WC ausgestattet...
Minibar | Reason: possible_proper_noun | Context: Fernseher Radio oder Minibar Ein wohl tuender...
Gegensatz | Reason: possible_proper_noun | Context: miteinander aus Im Gegensatz zu herkömmlichen Gefängnissen...
Bildschirm | Reason: possible_proper_noun | Context: zum Lesen am Bildschirm Hier gibt es...
Entschleunigung | Reason: possible_proper_noun | Context: Reizüberflutung zu entkommen Entschleunigung zu erleben und...
Ruhe | Reason: possible_proper_noun | Context: erleben und zur Ruhe zu kommen Bei...
FaD | Reason: possible_proper_noun | Context: von Georgina Lymperopoulou FaD galrevlaizepS sixarP Werkstatt...
Transkriptionen | Reason: possible_proper_noun | Context: Liaropoulou Georgina Lymperopoulou Transkriptionen ohne Lösungen Praxis...
Wichtiges | Reason: possible_proper_noun | Context: einem die Angst Wichtiges zu verpassen und...
Trend | Reason: possible_proper_noun | Context: gezeigt die diesem Trend entgegenwirken und zu...
Besuch | Reason: possible_proper_noun | Context: den Sommerferien zu Besuch ist Dann würden...
Berghotel | Reason: possible_proper_noun | Context: eines Manifestationskurses im Berghotel Bandemin bei St...
Bandemin | Reason: possible_proper_noun | Context: Manifestationskurses im Berghotel Bandemin bei St Moritz...
Moritz | Reason: possible_proper_noun | Context: Bandemin bei St Moritz zu nutzen Manifestation...
Manifestation | Reason: possible_proper_noun | Context: Moritz zu nutzen Manifestation was ist denn...
Manifestation | Reason: possible_proper_noun | Context: Moritz zu nutzen Manifestation was ist denn...
Dingen | Reason: possible_proper_noun | Context: Köpfe Ja zu Dingen die sie aus...
Art | Reason: possible_proper_noun | Context: ausführlich auf welche Art das Zusammenspiel von...
Gedanken | Reason: possible_proper_noun | Context: Wer also beim Gedanken an Verbrecher nur...
Vorgang | Reason: possible_proper_noun | Context: existent waren Dieser Vorgang findet nach Ansicht...
Manifestation | Reason: possible_proper_noun | Context: Moritz zu nutzen Manifestation was ist denn...
Fokussiert | Reason: possible_proper_noun | Context: Schlüssel zur Manifestation Fokussiert man sich also...
Manifestation | Reason: possible_proper_noun | Context: Moritz zu nutzen Manifestation was ist denn...
Ergebnissen | Reason: possible_proper_noun | Context: von schier unglaublichen Ergebnissen Unser letzter Vorschlag...
Vorschlag | Reason: possible_proper_noun | Context: angehen Unser zweiter Vorschlag richtet sich sowohl...
Auszeit | Reason: possible_proper_noun | Context: kann eine gelungene Auszeit nicht nur vom...
Berufsalltag | Reason: possible_proper_noun | Context: nicht nur vom Berufsalltag sondern auch vom...
Fitnesszwang | Reason: possible_proper_noun | Context: sondern auch vom Fitnesszwang sein Fakt ist...
Trainingseinheiten | Reason: possible_proper_noun | Context: ist nach wenigen Trainingseinheiten schnell wieder auf...
Wochen | Reason: possible_proper_noun | Context: Ordnung mal zwei Wochen am Stück zu...
Ruhe | Reason: possible_proper_noun | Context: erleben und zur Ruhe zu kommen Bei...
Leistungssportlerinnen | Reason: possible_proper_noun | Context: Ruhe vom Alltag Leistungssportlerinnen und sportler die...
Verletzungen | Reason: possible_proper_noun | Context: übrigens dadurch langfristig Verletzungen vor weil durch...
Auszeit | Reason: possible_proper_noun | Context: kann eine gelungene Auszeit nicht nur vom...
Muskeln | Reason: possible_proper_noun | Context: durch die Auszeit Muskeln und Sehnen die...
Sehnen | Reason: possible_proper_noun | Context: Auszeit Muskeln und Sehnen die Möglichkeit erhalten...
Trainingseinheiten | Reason: possible_proper_noun | Context: ist nach wenigen Trainingseinheiten schnell wieder auf...
Schlaf | Reason: possible_proper_noun | Context: dauerhaft zu wenig Schlaf bekommt kann das...
Ende | Reason: possible_proper_noun | Context: Ring also am Ende im Jahr wird...
Sendung | Reason: possible_proper_noun | Context: am Ende unserer Sendung angelangt Auf Wiederhören...
Ausgabe | Reason: possible_proper_noun | Context: willkommen zur neuen Ausgabe unseres Podcasts Die...
HÖRTEXT | Reason: abbreviation | Context: Test Teil S HÖRTEXT Liebe Hörerinnen und...
Moderatorin | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderatorin Herzlich willkommen zu...
Sendung | Reason: possible_proper_noun | Context: am Ende unserer Sendung angelangt Auf Wiederhören...
Wissenschaft | Reason: possible_proper_noun | Context: zu unserer Sendung Wissenschaft am Nachmittag Heute...
Nachmittag | Reason: possible_proper_noun | Context: Sendung Wissenschaft am Nachmittag Heute begrüße ich...
Studio | Reason: possible_proper_noun | Context: begrüße ich im Studio Herrn Reinhard K...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Elsbeth | Reason: possible_proper_noun | Context: im Studio Frau Elsbeth Stern Professorin für...
Stern | Reason: possible_proper_noun | Context: Studio Frau Elsbeth Stern Professorin für empirische...
Professorin | Reason: possible_proper_noun | Context: Frau Ulrike Bingel Professorin an der Klinik...
Lehr | Reason: possible_proper_noun | Context: Professorin für empirische Lehr und Lernforschung an...
Lernforschung | Reason: possible_proper_noun | Context: empirische Lehr und Lernforschung an der Eidgenössischen...
Hochschule | Reason: possible_proper_noun | Context: der Päda gogischen Hochschule in Freiburg und...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Stern | Reason: possible_proper_noun | Context: Studio Frau Elsbeth Stern Professorin für empirische...
Moderatorin | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderatorin Herzlich willkommen zu...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Stern | Reason: possible_proper_noun | Context: Studio Frau Elsbeth Stern Professorin für empirische...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Stern | Reason: possible_proper_noun | Context: Studio Frau Elsbeth Stern Professorin für empirische...
Anfang | Reason: possible_proper_noun | Context: bekommen würden Am Anfang der tatsächlichen Pandemie...
Psychologiestudiums | Reason: possible_proper_noun | Context: am Anfang meines Psychologiestudiums getestet wurde war...
Moderatorin | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderatorin Herzlich willkommen zu...
Eltern | Reason: possible_proper_noun | Context: sind ohne ihre Eltern auf sich allein...
Kinder | Reason: possible_proper_noun | Context: einzuimpfen Die se Kinder hören nie Das...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Stern | Reason: possible_proper_noun | Context: Studio Frau Elsbeth Stern Professorin für empirische...
Probleme | Reason: possible_proper_noun | Context: Amerika und seine Probleme besser verstehen möchte...
Dinge | Reason: possible_proper_noun | Context: Museum der Unerhörten Dinge in Berlin Schöneberg...
Optionen | Reason: possible_proper_noun | Context: haben sie viele Optionen Sie können sich...
Spezialverlag | Reason: possible_proper_noun | Context: Lehrbuch Werkstatt Praxis Spezialverlag DaF Werkstatt Test...
DaF | Reason: possible_proper_noun | Context: Werkstatt Praxis Spezialverlag DaF Werkstatt Test Lesen...
Transkriptionen | Reason: possible_proper_noun | Context: Liaropoulou Georgina Lymperopoulou Transkriptionen ohne Lösungen Praxis...
Karriere | Reason: possible_proper_noun | Context: einzige Möglichkeit war Karriere zu machen Moderatorin...
Anforderungen | Reason: possible_proper_noun | Context: vom Anspruch allen Anforderungen an moderne Mutterschaft...
Moderatorin | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderatorin Herzlich willkommen zu...
Eltern | Reason: possible_proper_noun | Context: sind ohne ihre Eltern auf sich allein...
Kinder | Reason: possible_proper_noun | Context: einzuimpfen Die se Kinder hören nie Das...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Stern | Reason: possible_proper_noun | Context: Studio Frau Elsbeth Stern Professorin für empirische...
Eiche | Reason: possible_proper_noun | Context: den Samen einer Eiche in ein Blu...
Eltern | Reason: possible_proper_noun | Context: sind ohne ihre Eltern auf sich allein...
Kindern | Reason: possible_proper_noun | Context: Rassismus Vernachlässigung von Kindern psychische und häusliche...
